y,u,v
0.0,0.0,0.0
0.0,0.0,0.0
0.8254235529936842,0.7727815641145933,0.9980050027815552
0.8247323949071625,0.772735604949282,0.9982025956960223
0.8247793415262944,0.7726982093921022,0.9984245344546814
0.8249852682105041,0.77271091009124,0.9986716362606936
0.8253746910546421,0.7726971027628208,0.9989160651313642
0.8257452501257981,0.7726585495011621,0.9991601535007177
0.8262505966434333,0.7726226266121801,0.9992438316994605
0.8263934284335352,0.7727176179671921,0.999289509951185
0.8265594483633497,0.7728692772539467,0.9993759632356641
0.8263519809106789,0.7730078527775816,0.9994061657025144
0.8264402643897388,0.7731213929418571,0.9994588582813768
0.8263253281700621,0.7732901879574081,0.999579531948251
0.8262317328704513,0.7734203445859712,0.9996815631679997
0.8271861155003623,0.7734791066008155,0.9998468425074489
0.8283585807115128,0.773406137168504,0.9999074006667424
0.8298164626394122,0.77327664451751,0.999968827104395
0.8311638859399583,0.7731279220546176,1.0
0.8327609137311991,0.7729317337080845,0.9999693378563711
0.8343672627460028,0.7726950597549166,0.9999659158181315
0.8348924690029733,0.7725207401054913,0.9999272348684789
0.8350591443978237,0.7724271958810781,0.9999086945717484
0.8351338248492549,0.7723442667852337,0.999900335264407
0.8347162170085719,0.772318380172581,0.999892708034898
0.8331894176140378,0.7723185163731079,0.9998623012672574
0.8313744349295512,0.7723472887344254,0.9997891275341555
0.829861093849586,0.7723613940014972,0.9997275819210416
0.8282361279252552,0.7723854844697009,0.9996514628515446
0.8266829056284934,0.7724114732327487,0.9995912792437002
0.8252773502405403,0.772425408249162,0.9995362542308139
0.8250130190678694,0.7724235014417846,0.9994935383405504
0.8248536729638752,0.7724167850532996,0.9994623313948139
0.8247365149731027,0.7724285663988806,0.9994112391721431
0.8246927350162224,0.7724181044959044,0.9993872168042031
0.8255100828909596,0.772412077622587,0.9993592616460474
0.8266380360673976,0.7723830158351499,0.9993239686845025
0.8277337863317459,0.7723486847898265,0.9992805888166699
0.8289701295900342,0.7722954729464553,0.9992585413563706
0.8303603113435085,0.7722283771618684,0.9992555789949096
0.8320428986032704,0.7721500788839402,0.9992376856506819
0.6946132420137554,0.6433735241036604,0.8327093582375691
0.5569177984192699,0.5145968704834155,0.6661829090675564
0.4191682577725719,0.3858334529060457,0.4996792937267192
0.28147048354115334,0.2570900396864872,0.33317760183999046
0.14360567960434625,0.1283673699017672,0.16669281754617477
0.00546133089600898,-0.00029173973162887517,0.00020830376174014046
0.005488240242202064,-0.0002671561986006844,0.00018986145372227637
0.005527935129111396,-0.0002458736366780816,0.0001578204689250583
0.005543516469393841,-0.0002585468119591942,0.00012116474544110814
0.005438449774984685,-0.0002782841599873709,8.746438422440221e-05
0.005306432022971272,-0.0003297280448528073,3.462728147009814e-05
0.005161333629100232,-0.0004199573943567444,-2.5297734541162035e-05
0.005017841266442427,-0.0005297122244039633,-6.279941463168274e-05
0.004907316903418165,-0.0006306679329075842,-5.6028735101936895e-05
0.004818481244721817,-0.0007161459648630685,-4.488980200678925e-05
0.0047894537911672315,-0.0008031600360954577,-5.2303272355995115e-05
0.004739663891452522,-0.000839032606549467,-6.613992172171567e-05
0.004665320441740756,-0.0008543283986448582,-9.577639971586677e-05
0.004672923930740867,-0.000845554152614461,-0.00010214926020534046
0.004630498128684751,-0.0007982746934437437,-0.00013146907197495047
0.00462748166534787,-0.0007569998804226471,-0.0001701267540375213
0.004657714398982184,-0.0007036192051478143,-0.00018587285912391056
0.004763832202040812,-0.0006764134336411343,-0.00018394070331575574
0.004976008693348279,-0.0006210266381051609,-0.0001567401339129865
0.005077542592006834,-0.0005617551008730243,-0.00014372957857563713
0.00520989772407344,-0.0005135132525650719,-0.0001254193094021995
0.005344551523786134,-0.00044466095409950946,-0.00010636428817995731
0.005464896796055903,-0.00039147720208648534,-9.397420191037116e-05
0.005508910469257093,-0.0003333360346436491,-0.00010553724831312764
0.005238875994104293,-0.00030332424853186165,-0.00011479150661685995
0.00393108468230704,-0.00025245316255056906,-0.00011676792759667821
0.0023468418642797993,-0.00018467419990222765,-9.778384414821062e-05
0.0006096474624149997,-0.00012303863768992746,-6.678479338294295e-05
-0.0012956911245661487,-4.364120259283985e-05,-3.3730817167577146e-05
-0.0032171150883627806,2.3807190024191397e-05,1.90907738609715e-05
-0.004907033908990586,8.446854013425456e-05,4.6834442864532866e-05
-0.005497998726207745,0.00011375609886205331,7.629310350349596e-05
-0.005848652468685523,0.00012339616407417605,4.6369091063456766e-05
-0.006064733375097428,0.00012828983009092952,1.0970763277217359e-05
-0.006086810061759447,0.00012335350682555804,-1.638359922002076e-05
-0.006196969047954158,0.00012152444724904178,-6.641440361839014e-05
-0.006484415530888963,0.00013295034728842312,-9.285433091081007e-05
-0.006755278748415586,0.0001521696603958883,-0.00012406278998646053
-0.007008035335470544,0.0001485966665721972,-0.00011285499995829073
-0.0072298263543913305,0.0001519702779575378,-9.95518026561046e-05
-0.007587367398098429,0.00014540153462764635,-9.968554400752381e-05
-0.0071061666801309695,0.0001396681545296241,-8.993623462139324e-05
-0.006115265851435228,9.498265331223938e-05,-9.81419380351284e-05
-0.004995831734206436,3.734750866127729e-05,-9.369499083053732e-05
-0.0036528319241089994,-2.1267144773691287e-06,-0.00010510727081600631
-0.002632292820329181,-5.262637027271786e-05,-0.00013733553133676065
-0.0015433476639752104,-8.369739923416597e-05,-0.000161724694862617
-0.0011460859120091507,-0.00011881784011177497,-0.0001635342701967232
-0.001155147881651301,-0.0001239770025725322,-0.00014889630773087003
-0.001335231840044208,-0.00012590291585741478,-0.0001364778463521799
-0.0017160123824133465,-0.00012970442389810942,-0.0001185426961294988
-0.0018190339880765412,-0.0001289682789661863,-8.609065057591505e-05
-0.0019238592103024122,-0.0001404846956046849,-6.384078115994918e-05
-0.00200222785850274,-0.00014964370812309624,-3.9757312150172805e-06
-0.00192528382998061,-0.00014652859398690859,5.586926698585017e-05
-0.0017710600953881198,-0.00014574979180738222,0.00010913691473994474
-0.0015828960407327077,-0.0001363605625649746,0.00016435582420982965
-0.001213567692671302,-0.0001139282411935939,0.00022258817033839968
-0.0007526288839288615,-6.729639661248764e-05,0.00030139644357209165
-0.00023921314715775774,-1.8929414068982618e-05,0.0003333600589023386
0.00027066761843601663,2.413567921170478e-05,0.00036216817285845667
0.0008119185812322047,7.331939199918004e-05,0.00040288096953902024
0.0014032219135078953,0.00011039071625679013,0.00043288367561621923
0.0019481623026604688,0.0001369670332450657,0.00044206529363816934
0.002460624824910844,0.00014150799664569205,0.00043908647461490477
0.002918771049932165,0.0001419756184544005,0.0004328182236971825
0.0033475418479710067,0.00014458953356886502,0.0004221923125867303
0.0037540384685823356,0.00015408838531904022,0.00038655241803325896
0.004005768538752225,0.00016625251113109717,0.0003440737436865687
0.004206299601253948,0.00017496716942994058,0.0003202433806561693
0.004496052507694168,0.00018108011391409584,0.0002732912756696566
0.00477855443858251,0.00018537648387030887,0.0002184191100414242
0.005064492973599702,0.00018487859527557954,0.00017308400797762333
0.005200542166626979,0.0001792447172283305,0.00014112209515335428
0.005399268382978771,0.00016487792622911366,9.723620453012422e-05
0.005449829423594584,0.000158885386795322,3.981444070416999e-05
0.005357093511476317,0.0001524758278306901,1.1022595144371236e-05
0.005198268563666045,0.0001481786066219955,-1.1414928330920204e-05
0.005133125175798263,0.00013423214558264227,-2.3724429286429696e-05
0.005049610890606128,7.4203655004969e-05,-4.7030609455777805e-05
0.004956025711451253,1.874819170285347e-05,-3.937576150621988e-05
0.004991653404707992,-5.6258951825933164e-05,-8.830901663642953e-06
0.005114763453091431,-0.00010019393138894813,4.03569728236032e-06
0.005179195382371581,-0.0001578173476619,6.373806328946923e-06
0.005008371924806693,-0.0001953947892963464,1.889460726871179e-05
0.00494788347369975,-0.00018412457402632132,6.312970091013619e-05
0.004864554383391413,-0.00017682176660525925,0.00010500285041214951
